timestamp,symbol,direction,entry_price,entry_contracts,contract_sz,exit_price,exit_contracts,reason
1758127742300,F_USDT,long,0.01867,64.0,10.0,0.01864,64.0,TP HIT
1758128281143,F_USDT,long,0.01842,65.0,10.0,0.01843,65.0,TP HIT
1758130842628,RESOLV_USDT,long,0.1474,81.0,1.0,0.1475,81.0,TP HIT
1758131030061,DOOD_USDT,short,0.004297,27.0,100.0,0.004291,27.0,TP HIT
1758132065200,AGT_USDT,short,0.006175,195.0,10.0,0.006189,195.0,TP HIT
1758132082858,BIO_USDT,short,0.15953,75.0,1.0,0.15876,75.0,TP HIT
1758132091939,XLM_USDT,long,0.38544,3.0,10.0,0.38631,3.0,TP HIT
1758132105929,YALA_USDT,short,0.148,81.0,1.0,0.1478,81.0,TP HIT
1758132112073,PLUME_USDT,long,0.11831,101.0,1.0,0.11904,101.0,TP HIT
1758132135460,IN_USDT,short,0.06489,18.0,10.0,0.0649,18.0,TP HIT
1758132140351,GUN_USDT,short,0.02599,46.0,10.0,0.02601,46.0,TP HIT
1758132165560,AI16Z_USDT,short,0.1123,106.0,1.0,0.1125,106.0,TP HIT
1758132174202,INIT_USDT,short,0.3592,33.0,1.0,0.3605,33.0,TP HIT
1758132177220,MOVE_USDT,long,0.1252,95.0,1.0,0.1258,95.0,TP HIT
1758132179041,ARC_USDT,short,0.02076,57.0,10.0,0.02076,57.0,SL HIT
1758132199046,USELESS_USDT,short,0.2187,54.0,1.0,0.2194,54.0,TP HIT
1758132240915,TA_USDT,long,0.11113,107.0,1.0,0.11095,107.0,TP HIT
1758132957868,USELESS_USDT,short,0.216,55.0,1.0,0.2161,55.0,TP HIT
1758133517302,LAUNCHCOIN_USDT,short,0.08501,14.0,10.0,0.08483,14.0,TP HIT
1758134779244,LAUNCHCOIN_USDT,long,0.08271,14.0,10.0,0.083,14.0,TP HIT
1758134949732,LAUNCHCOIN_USDT,short,0.08468,14.0,10.0,0.08447,14.0,TP HIT
1758135085694,USELESS_USDT,short,0.2173,55.0,1.0,0.217,55.0,TP HIT
1758135912414,KERNEL_USDT,short,0.1908,63.0,1.0,0.1906,63.0,TP HIT
1758137511945,DOOD_USDT,short,0.004411,27.0,100.0,0.004398,27.0,TP HIT
1758137855380,DOOD_USDT,long,0.004334,27.0,100.0,0.00435,27.0,TP HIT
1758140785015,DOOD_USDT,short,0.004376,27.0,100.0,0.004374,27.0,TP HIT
1758140871891,KERNEL_USDT,long,0.2083,57.0,1.0,0.2082,57.0,TP HIT
1758141156431,DOOD_USDT,short,0.004349,27.0,100.0,0.004338,27.0,TP HIT
1758141205990,DOOD_USDT,short,0.004329,27.0,100.0,0.004328,27.0,TP HIT
1758143858528,USELESS_USDT,long,0.2244,53.0,1.0,0.2251,53.0,TP HIT
1758145026924,LAUNCHCOIN_USDT,long,0.08684,13.0,10.0,0.08734,13.0,TP HIT
1758145705087,LAUNCHCOIN_USDT,short,0.08849,13.0,10.0,0.08817,13.0,TP HIT
1758145766769,DOOD_USDT,short,0.004341,27.0,100.0,0.004332,27.0,TP HIT
1758146013089,DOOD_USDT,long,0.004299,27.0,100.0,0.004313,27.0,TP HIT
1758147347733,DOOD_USDT,short,0.004336,27.0,100.0,0.004329,27.0,TP HIT
1758147802824,LAUNCHCOIN_USDT,long,0.09033,13.0,10.0,0.09067,13.0,TP HIT
1758148938162,DOOD_USDT,short,0.004359,27.0,100.0,0.004346,27.0,TP HIT
1758149565888,LAUNCHCOIN_USDT,short,0.09038,13.0,10.0,0.09043,13.0,TP HIT
1758149685658,DOOD_USDT,long,0.004368,27.0,100.0,0.004366,27.0,TP HIT
1758150463215,LAUNCHCOIN_USDT,short,0.09008,13.0,10.0,0.08968,13.0,TP HIT
1758150552216,LAUNCHCOIN_USDT,long,0.08895,13.0,10.0,0.08953,13.0,TP HIT
1758153615507,USELESS_USDT,long,0.232,51.0,1.0,0.2319,51.0,TP HIT
1758153790450,VINE_USDT,short,0.08327,14.0,10.0,0.08306,14.0,TP HIT
1758153891658,USELESS_USDT,long,0.2309,51.0,1.0,0.2309,51.0,TP HIT
1758153973913,NAORIS_USDT,short,0.05876,20.0,10.0,0.05878,20.0,TP HIT
1758154206740,VINE_USDT,long,0.0846,14.0,10.0,0.08456,14.0,TP HIT
1758154703995,VINE_USDT,short,0.08754,13.0,10.0,0.08665,13.0,TP HIT
1758156424415,VINE_USDT,long,0.08401,14.0,10.0,0.08404,14.0,TP HIT
1758157213849,VINE_USDT,long,0.08408,14.0,10.0,0.08405,14.0,TP HIT
